bare_form,accented_form,last_letter,gender,translations,is_animate,is_indeclinable,is_sg_only,is_pl_only,partner,usage,nom_sg,nom_sg_tags,nom_pl,nom_pl_tags,gen_sg,gen_sg_tags,gen_pl,gen_pl_tags,dat_sg,dat_sg_tags,dat_pl,dat_pl_tags,acc_sg,acc_sg_tags,acc_pl,acc_pl_tags,inst_sg,inst_sg_tags,inst_pl,inst_pl_tags,prep_sg,prep_sg_tags,prep_pl,prep_pl_tags,irreg_decl,accent_chg,multi_vars
полка,по'лка,а,f,"the shelf, the rack; the regiment",False,False,False,False,,,по'лка,,по'лки,,по'лки,,по'лок,"#i__, irreg_decl:0",по'лке,,по'лкам,,по'лку,,по'лки,,по'лкой/по'лкою,"#__m, ",по'лками,,по'лке,,по'лках,,gen_pl:0,,inst_sg
половина,полови'на,а,f,half,False,False,False,False,,In spoken Russian полови́на can be replaced by полпервого,полови'на,,полови'ны,,полови'ны,,полови'н,,полови'не,,полови'нам,,полови'ну,,полови'ны,,полови'ной/полови'ною,"#__m, ",полови'нами,,полови'не,,полови'нах,,,,inst_sg
полок,поло'к,к,m,"shelf, tray",False,False,False,False,,,поло'к,,по'лки,"#ia_, irreg_decl:0, accent_chg:0",полка',"#ia_, irreg_decl:0, accent_chg:0",полко'в,"#ia_, irreg_decl:0, accent_chg:0",полку',"#ia_, irreg_decl:0, accent_chg:0",полка'м,"#ia_, irreg_decl:0, accent_chg:0",поло'к,,по'лки,"#ia_, irreg_decl:0, accent_chg:0",полко'м,"#ia_, irreg_decl:0, accent_chg:0",полка'ми,"#ia_, irreg_decl:0, accent_chg:0",полке',"#ia_, irreg_decl:0, accent_chg:0",полка'х,"#ia_, irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
полон,поло'н,н,m,captive (state of being captive),False,False,False,False,,,поло'н,,поло'ны,,поло'на,,поло'нов,,поло'ну,,поло'нам,,поло'н,,поло'ны,,поло'ном,,поло'нами,,поло'не,,поло'нах,,,,
полотенце,полоте'нце,е,n,towel,False,False,False,False,,,полоте'нце,,полоте'нца,,полоте'нца,,полоте'нец,"#i__, irreg_decl:0",полоте'нцу,,полоте'нцам,,полоте'нце,,полоте'нца,,полоте'нцем,,полоте'нцами,,полоте'нце,,полоте'нцах,,gen_pl:0,,
пользователь,по'льзователь,ь,m,user,True,False,False,False,пользовательница,,по'льзователь,,по'льзователи,,по'льзователя,,по'льзователей,,по'льзователю,,по'льзователям,,по'льзователя,,по'льзователей,,по'льзователем,,по'льзователями,,по'льзователе,,по'льзователях,,,,
польский,по'льский,й,m,Polish language,False,False,True,False,,short for по́льский язык,по'льский,,,,по'льского,"#i__, irreg_decl:0",,,по'льскому,"#i__, irreg_decl:0",,,по'льский,,,,по'льским,"#i__, irreg_decl:0",,,по'льском,"#i__, irreg_decl:0",,,"gen_sg:0,dat_sg:0,inst_sg:0,prep_sg:0",,
полюс,по'люс,с,m,pole,False,False,False,False,,,по'люс,,по'люсы/полюса',"#iam, irreg_decl:1, accent_chg:1",по'люса,,по'люсов/полюсо'в,"#_am, accent_chg:1",по'люсу,,по'люсам/полюса'м,"#_am, accent_chg:1",по'люс,,по'люсы/полюса',"#iam, irreg_decl:1, accent_chg:1",по'люсом,,по'люсами/полюса'ми,"#_am, accent_chg:1",по'люсе,,по'люсах/полюса'х,"#_am, accent_chg:1","nom_pl:1,acc_pl:1","nom_pl:1,gen_pl:1,dat_pl:1,acc_pl:1,inst_pl:1,prep_pl:1","nom_pl,gen_pl,dat_pl,acc_pl,inst_pl,prep_pl"
помидор,помидо'р,р,m,tomato,False,False,False,False,,,помидо'р,,помидо'ры,,помидо'ра,,помидо'ров,,помидо'ру,,помидо'рам,,помидо'р,,помидо'ры,,помидо'ром,,помидо'рами,,помидо'ре,,помидо'рах,,,,
помочь,по'мочь,ь,f,"help, assist, aid",False,False,False,False,,,по'мочь,,по'мочи,,по'мочи,,по'мочей,,по'мочи,,по'мочам,,по'мочь,,по'мочи,,по'мочью,,по'мочами,,по'мочи,,по'мочах,,,,
помощник,помо'щник,к,m,assistant,True,False,False,False,помощница,,помо'щник,,помо'щники,,помо'щника,,помо'щников,,помо'щнику,,помо'щникам,,помо'щника,,помо'щников,,помо'щником,,помо'щниками,,помо'щнике,,помо'щниках,,,,
помощь,по'мощь,ь,f,help,False,False,False,False,,,по'мощь,,по'мощи,,по'мощи,,по'мощей,,по'мощи,,по'мощам,,по'мощь,,по'мощи,,по'мощью,,по'мощами,,по'мощи,,по'мощах,,,,
понедельник,понеде'льник,к,m,Monday,False,False,False,False,,,понеде'льник,,понеде'льники,,понеде'льника,,понеде'льников,,понеде'льнику,,понеде'льникам,,понеде'льник,,понеде'льники,,понеде'льником,,понеде'льниками,,понеде'льнике,,понеде'льниках,,,,
популярность,популя'рность,ь,f,popularity,False,False,True,False,,,популя'рность,,,,популя'рности,,,,популя'рности,,,,популя'рность,,,,популя'рностью,,,,популя'рности,,,,,,
пора,пора',а,f,"time, it is time to, it is necessary to",False,False,False,False,,"В эту пору — теперь, сейчас; в такое время",пора',,по'ры,"#_a_, accent_chg:0",поры',,по'р,"#_a_, accent_chg:0",поре',,пора'м,,пору',,по'ры,"#_a_, accent_chg:0",поро'й/поро'ю,"#__m, ",пора'ми,,поре',,пора'х,,,"nom_pl:0,gen_pl:0,acc_pl:0",inst_sg
пора,по'ра,а,f,pore,False,False,False,False,,,по'ра,,по'ры,,по'ры,,по'р,,по'ре,,по'рам,,по'ру,,по'ры,,по'рой/по'рою,"#__m, ",по'рами,,по'ре,,по'рах,,,,inst_sg
портрет,портре'т,т,m,"portrait, likeness",False,False,False,False,,,портре'т,,портре'ты,,портре'та,,портре'тов,,портре'ту,,портре'там,,портре'т,,портре'ты,,портре'том,,портре'тами,,портре'те,,портре'тах,,,,
последний,после'дний,й,m,for the last,True,False,False,False,,,после'дний,,после'дние,"#i__, irreg_decl:0",после'днего,"#i__, irreg_decl:0",после'дней,"#i__, irreg_decl:0",после'днему,"#i__, irreg_decl:0",после'дним,"#i__, irreg_decl:0",после'днего,"#i__, irreg_decl:0",после'дних,"#i__, irreg_decl:0",после'дним,"#i__, irreg_decl:0",после'дними,"#i__, irreg_decl:0",после'днем,"#i__, irreg_decl:0",после'дних,"#i__, irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
последовательность,после'довательность,ь,f,"succession, sequence, consistency",False,False,False,False,,,после'довательность,,после'довательности,,после'довательности,,после'довательностей,,после'довательности,,после'довательностям,,после'довательность,,после'довательности,,после'довательностью,,после'довательностями,,после'довательности,,после'довательностях,,,,
посол,посо'л,л,m,"ambassador, salting",True,False,False,False,,,посо'л,,послы',"#ia_, irreg_decl:0, accent_chg:0",посла',"#ia_, irreg_decl:0, accent_chg:0",посло'в,"#ia_, irreg_decl:0, accent_chg:0",послу',"#ia_, irreg_decl:0, accent_chg:0",посла'м,"#ia_, irreg_decl:0, accent_chg:0",посла',"#ia_, irreg_decl:0, accent_chg:0",посло'в,"#ia_, irreg_decl:0, accent_chg:0",посло'м,"#ia_, irreg_decl:0, accent_chg:0",посла'ми,"#ia_, irreg_decl:0, accent_chg:0",после',"#ia_, irreg_decl:0, accent_chg:0",посла'х,"#ia_, irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
пост,по'ст,т,m,post; fast,False,False,False,False,,,по'ст,,посты',"#_a_, accent_chg:0",поста',"#_a_, accent_chg:0",посто'в,"#_a_, accent_chg:0",посту',"#_a_, accent_chg:0",поста'м,"#_a_, accent_chg:0",по'ст,,посты',"#_a_, accent_chg:0",посто'м,"#_a_, accent_chg:0",поста'ми,"#_a_, accent_chg:0",Посту/посте',"#iam, irreg_decl:0, accent_chg:0:1",поста'х,"#_a_, accent_chg:0",prep_sg:0,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0:1,prep_pl:0",prep_sg
посуда,посу'да,а,f,"the dishes, tableware, crockery, vessel, crock",False,False,True,False,,,посу'да,,,,посу'ды,,,,посу'де,,,,посу'ду,,,,посу'дой/посу'дою,"#__m, ",,,посу'де,,,,,,inst_sg
пот,по'т,т,m,sweat,False,False,False,False,,,по'т,,поты',"#_a_, accent_chg:0",по'та/по'ту,"#i_m, irreg_decl:1",пото'в,"#_a_, accent_chg:0",по'ту,,пота'м,"#_a_, accent_chg:0",по'т,,поты',"#_a_, accent_chg:0",по'том,,пота'ми,"#_a_, accent_chg:0",по'те,,пота'х,"#_a_, accent_chg:0",gen_sg:1,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",gen_sg
поэт,поэ'т,т,m,poet,True,False,False,False,поэтесса,,поэ'т,,поэ'ты,,поэ'та,,поэ'тов,,поэ'ту,,поэ'там,,поэ'та,,поэ'тов,,поэ'том,,поэ'тами,,поэ'те,,поэ'тах,,,,
правда,пра'вда,а,f,"truth; justice; sure enough, indeed, actually, as a matter of fact; though, however, but, admittedly",False,False,False,False,,по правде говоря - to tell the truth,пра'вда,,пра'вды,,пра'вды,,пра'вд,,пра'вде,,пра'вдам,,пра'вду,,пра'вды,,пра'вдой/пра'вдою,"#__m, ",пра'вдами,,пра'вде,,пра'вдах,,,,inst_sg
правило,пра'вило,о,n,"rule, precept, principle, maxim, law, canon (regulation)",False,False,False,False,,Как правило: as a rule,пра'вило,,пра'вила,,пра'вила,,пра'вил,,пра'вилу,,пра'вилам,,пра'вило,,пра'вила,,пра'вилом,,пра'вилами,,пра'виле,,пра'вилах,,,,
правило,прави'ло,о,n,"(hunters jargon) tail / brush of an animal; straightener, reversing rod, strickle (for sharpening scythes); rudder, helm (rudder),",False,False,False,False,,,прави'ло,,прави'ла,,прави'ла,,прави'л,,прави'лу,,прави'лам,,прави'ло,,прави'ла,,прави'лом,,прави'лами,,прави'ле,,прави'лах,,,,
правительство,прави'тельство,о,n,government; administration,False,False,False,False,,,прави'тельство,,прави'тельства,,прави'тельства,,прави'тельств,,прави'тельству,,прави'тельствам,,прави'тельство,,прави'тельства,,прави'тельством,,прави'тельствами,,прави'тельстве,,прави'тельствах,,,,
право,пра'во,о,n,right,False,False,False,False,,,пра'во,,права',"#_a_, accent_chg:0",пра'ва,,пра'в,,пра'ву,,права'м,"#_a_, accent_chg:0",пра'во,,права',"#_a_, accent_chg:0",пра'вом,,права'ми,"#_a_, accent_chg:0",пра'ве,,права'х,"#_a_, accent_chg:0",,"nom_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
праздник,пра'здник,к,m,"holiday, celebration",False,False,False,False,,,пра'здник,,пра'здники,,пра'здника,,пра'здников,,пра'зднику,,пра'здникам,,пра'здник,,пра'здники,,пра'здником,,пра'здниками,,пра'зднике,,пра'здниках,,,,
предложение,предложе'ние,е,n,proposal suggestion or offer; sentence,False,False,False,False,,,предложе'ние,,предложе'ния,,предложе'ния,,предложе'ний,,предложе'нию,,предложе'ниям,,предложе'ние,,предложе'ния,,предложе'нием,,предложе'ниями,,предложе'нии,,предложе'ниях,,,,
предмет,предме'т,т,m,the subject matter/object,False,False,False,False,,,предме'т,,предме'ты,,предме'та,,предме'тов,,предме'ту,,предме'там,,предме'т,,предме'ты,,предме'том,,предме'тами,,предме'те,,предме'тах,,,,
президент,президе'нт,т,m,president,True,False,False,False,,,президе'нт,,президе'нты,,президе'нта,,президе'нтов,,президе'нту,,президе'нтам,,президе'нта/президе'нт,"#i_m, irreg_decl:1",президе'нтов/президе'нты,"#i_m, irreg_decl:1",президе'нтом,,президе'нтами,,президе'нте,,президе'нтах,,"acc_sg:1,acc_pl:1",,"acc_sg,acc_pl"
преимущество,преиму'щество,о,n,advantage/preference/privilege; Exclusive right to something,False,False,False,False,,,преиму'щество,,преиму'щества,,преиму'щества,,преиму'ществ,,преиму'ществу,,преиму'ществам,,преиму'щество,,преиму'щества,,преиму'ществом,,преиму'ществами,,преиму'ществе,,преиму'ществах,,,,
преподаватель,преподава'тель,ь,m,teacher lecturer instructor; Teacher of university level,True,False,False,False,преподавательница,,преподава'тель,,преподава'тели,,преподава'теля,,преподава'телей,,преподава'телю,,преподава'телям,,преподава'теля,,преподава'телей,,преподава'телем,,преподава'телями,,преподава'теле,,преподава'телях,,,,
привет,приве'т,т,m,"hello (informal), hi (informal)",False,False,False,False,,,приве'т,,приве'ты,,приве'та,,приве'тов,,приве'ту,,приве'там,,приве'т,,приве'ты,,приве'том,,приве'тами,,приве'те,,приве'тах,,,,
применение,примене'ние,е,n,application; use,False,False,False,False,,,примене'ние,,примене'ния,,примене'ния,,примене'ний,,примене'нию,,примене'ниям,,примене'ние,,примене'ния,,примене'нием,,примене'ниями,,примене'нии,,примене'ниях,,,,
природа,приро'да,а,f,"nature, countryside, character",False,False,False,False,,,приро'да,,приро'ды,,приро'ды,,приро'д,,приро'де,,приро'дам,,приро'ду,,приро'ды,,приро'дой/приро'дою,"#__m, ",приро'дами,,приро'де,,приро'дах,,,,inst_sg
присутствие,прису'тствие,е,n,presence,False,False,False,False,,,прису'тствие,,прису'тствия,,прису'тствия,,прису'тствий,,прису'тствию,,прису'тствиям,,прису'тствие,,прису'тствия,,прису'тствием,,прису'тствиями,,прису'тствии,,прису'тствиях,,,,
причина,причи'на,а,f,reason; cause,False,False,False,False,,,причи'на,,причи'ны,,причи'ны,,причи'н,,причи'не,,причи'нам,,причи'ну,,причи'ны,,причи'ной/причи'ною,"#__m, ",причи'нами,,причи'не,,причи'нах,,,,inst_sg
проблема,пробле'ма,а,f,Problem,False,False,False,False,,,пробле'ма,,пробле'мы,,пробле'мы,,пробле'м,,пробле'ме,,пробле'мам,,пробле'му,,пробле'мы,,пробле'мой/пробле'мою,"#__m, ",пробле'мами,,пробле'ме,,пробле'мах,,,,inst_sg
программа,програ'мма,а,f,program,False,False,False,False,,,програ'мма,,програ'ммы,,програ'ммы,,програ'мм,,програ'мме,,програ'ммам,,програ'мму,,програ'ммы,,програ'ммой/програ'ммою,"#__m, ",програ'ммами,,програ'мме,,програ'ммах,,,,inst_sg
программист,программи'ст,т,m,programmer,True,False,False,False,,,программи'ст,,программи'сты,,программи'ста,,программи'стов,,программи'сту,,программи'стам,,программи'ста,,программи'стов,,программи'стом,,программи'стами,,программи'сте,,программи'стах,,,,
