bare_form,accented_form,suffix,translations,is_incomparable,usage,nom_m,nom_m_tags,nom_f,nom_f_tags,nom_n,nom_n_tags,nom_pl,nom_pl_tags,gen_m,gen_m_tags,gen_f,gen_f_tags,gen_n,gen_n_tags,gen_pl,gen_pl_tags,dat_m,dat_m_tags,dat_f,dat_f_tags,dat_n,dat_n_tags,dat_pl,dat_pl_tags,acc_m,acc_m_tags,acc_f,acc_f_tags,acc_n,acc_n_tags,acc_pl,acc_pl_tags,inst_m,inst_m_tags,inst_f,inst_f_tags,inst_n,inst_n_tags,inst_pl,inst_pl_tags,prep_m,prep_m_tags,prep_f,prep_f_tags,prep_n,prep_n_tags,prep_pl,prep_pl_tags,short_m,short_m_tags,short_f,short_f_tags,short_n,short_n_tags,short_pl,short_pl_tags,comparative,comparative_tags,superlative,superlative_tags,irreg_decl,accent_chg,multi_vars
узкий,у'зкий,кий,narrow,False,,у'зкий,,у'зкая,,у'зкое,,у'зкие,,у'зкого,,у'зкой,,у'зкого,,у'зких,,у'зкому,,у'зкой,,у'зкому,,у'зким,,у'зкий/у'зкого,"#__m, ",у'зкую,,у'зкое,,у'зкие/у'зких,"#__m, ",у'зким,,у'зкой/(у'зкою),"#__m, ",у'зким,,у'зкими,,у'зком,,у'зкой,,у'зком,,у'зких,,у'зок,"#i__, irreg_decl:0",узка',"#_a_, accent_chg:0",у'зко,,у'зки',,у'же,"#i__, irreg_decl:0",узча'йший,,"short_m:0,comparative:0",short_f:0,"acc_m,acc_pl,inst_f"
украинский,украи'нский,кий,Ukrainian,False,,украи'нский,,украи'нская,,украи'нское,,украи'нские,,украи'нского,,украи'нской,,украи'нского,,украи'нских,,украи'нскому,,украи'нской,,украи'нскому,,украи'нским,,украи'нский/украи'нского,"#__m, ",украи'нскую,,украи'нское,,украи'нские/украи'нских,"#__m, ",украи'нским,,украи'нской/(украи'нскою),"#__m, ",украи'нским,,украи'нскими,,украи'нском,,украи'нской,,украи'нском,,украи'нских,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
умелый,уме'лый,лый,able,False,,уме'лый,,уме'лая,,уме'лое,,уме'лые,,уме'лого,,уме'лой,,уме'лого,,уме'лых,,уме'лому,,уме'лой,,уме'лому,,уме'лым,,уме'лый/уме'лого,"#__m, ",уме'лую,,уме'лое,,уме'лые/уме'лых,"#__m, ",уме'лым,,уме'лой/(уме'лою),"#__m, ",уме'лым,,уме'лыми,,уме'лом,,уме'лой,,уме'лом,,уме'лых,,уме'л,,уме'ла,,уме'ло,,уме'лы,,,,,,,,"acc_m,acc_pl,inst_f"
умный,у'мный,ный,smart,False,,у'мный,,у'мная,,у'мное,,у'мные,,у'много,,у'мной,,у'много,,у'мных,,у'мному,,у'мной,,у'мному,,у'мным,,у'мный/у'много,"#__m, ",у'мную,,у'мное,,у'мные/у'мных,"#__m, ",у'мным,,у'мной/(у'мною),"#__m, ",у'мным,,у'мными,,у'мном,,у'мной,,у'мном,,у'мных,,умё'н,"#ia_, irreg_decl:0, accent_chg:0",умна',"#_a_, accent_chg:0",умно',"#_a_, accent_chg:0",умны',"#_a_, accent_chg:0",умне'е,,умне'йший,,short_m:0,"short_m:0,short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
уникальный,уника'льный,ный,unique,False,,уника'льный,,уника'льная,,уника'льное,,уника'льные,,уника'льного,,уника'льной,,уника'льного,,уника'льных,,уника'льному,,уника'льной,,уника'льному,,уника'льным,,уника'льный/уника'льного,"#__m, ",уника'льную,,уника'льное,,уника'льные/уника'льных,"#__m, ",уника'льным,,уника'льной/(уника'льною),"#__m, ",уника'льным,,уника'льными,,уника'льном,,уника'льной,,уника'льном,,уника'льных,,уника'лен,"#i__, irreg_decl:0",уника'льна,,уника'льно,,уника'льны,,уника'льнее,,уника'льнейший,,short_m:0,,"acc_m,acc_pl,inst_f"
успешный,успе'шный,ный,successful (adj),False,,успе'шный,,успе'шная,,успе'шное,,успе'шные,,успе'шного,,успе'шной,,успе'шного,,успе'шных,,успе'шному,,успе'шной,,успе'шному,,успе'шным,,успе'шный/успе'шного,"#__m, ",успе'шную,,успе'шное,,успе'шные/успе'шных,"#__m, ",успе'шным,,успе'шной/(успе'шною),"#__m, ",успе'шным,,успе'шными,,успе'шном,,успе'шной,,успе'шном,,успе'шных,,успе'шен,"#i__, irreg_decl:0",успе'шна,,успе'шно,,успе'шны,,успе'шнее,,успе'шнейший,,short_m:0,,"acc_m,acc_pl,inst_f"
усталый,уста'лый,лый,"tired, weary, fatigued",,,уста'лый,,уста'лая,,уста'лое,,уста'лые,,уста'лого,,уста'лой,,уста'лого,,уста'лых,,уста'лому,,уста'лой,,уста'лому,,уста'лым,,уста'лый/уста'лого,"#__m, ",уста'лую,,уста'лое,,уста'лые/уста'лых,"#__m, ",уста'лым,,уста'лой/(уста'лою),"#__m, ",уста'лым,,уста'лыми,,уста'лом,,уста'лой,,уста'лом,,уста'лых,,уста'л,,уста'ла,,уста'ло,,уста'лы,,,,,,,,"acc_m,acc_pl,inst_f"
устный,у'стный,ный,oral or verbal,False,,у'стный,,у'стная,,у'стное,,у'стные,,у'стного,,у'стной,,у'стного,,у'стных,,у'стному,,у'стной,,у'стному,,у'стным,,у'стный/у'стного,"#__m, ",у'стную,,у'стное,,у'стные/у'стных,"#__m, ",у'стным,,у'стной/(у'стною),"#__m, ",у'стным,,у'стными,,у'стном,,у'стной,,у'стном,,у'стных,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
уходящий,уходя'щий,щий,"ending, departing, outgoing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
учёный,учё'ный,ный,scientist,False,,учё'ный,,учё'ная,,учё'ное,,учё'ные,,учё'ного,,учё'ной,,учё'ного,,учё'ных,,учё'ному,,учё'ной,,учё'ному,,учё'ным,,учё'ный/учё'ного,"#__m, ",учё'ную,,учё'ное,,учё'ные/учё'ных,"#__m, ",учё'ным,,учё'ной/учё'ною,"#__m, ",учё'ным,,учё'ными,,учё'ном,,учё'ной,,учё'ном,,учё'ных,,учё'н,,учё'на,,учё'но,,учё'ны,,,,,,,,"acc_m,acc_pl,inst_f"
физический,физи'ческий,кий,"physical, natural",False,,физи'ческий,,физи'ческая,,физи'ческое,,физи'ческие,,физи'ческого,,физи'ческой,,физи'ческого,,физи'ческих,,физи'ческому,,физи'ческой,,физи'ческому,,физи'ческим,,физи'ческий/физи'ческого,"#__m, ",физи'ческую,,физи'ческое,,физи'ческие/физи'ческих,"#__m, ",физи'ческим,,физи'ческой/(физи'ческою),"#__m, ",физи'ческим,,физи'ческими,,физи'ческом,,физи'ческой,,физи'ческом,,физи'ческих,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
финансовый,фина'нсовый,вый,financial,,,фина'нсовый,,фина'нсовая,,фина'нсовое,,фина'нсовые,,фина'нсового,,фина'нсовой,,фина'нсового,,фина'нсовых,,фина'нсовому,,фина'нсовой,,фина'нсовому,,фина'нсовым,,фина'нсовый/фина'нсового,"#__m, ",фина'нсовую,,фина'нсовое,,фина'нсовые/фина'нсовых,"#__m, ",фина'нсовым,,фина'нсовой/(фина'нсовою),"#__m, ",фина'нсовым,,фина'нсовыми,,фина'нсовом,,фина'нсовой,,фина'нсовом,,фина'нсовых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
фиолетовый,фиоле'товый,вый,"violet, purple",False,,фиоле'товый,,фиоле'товая,,фиоле'товое,,фиоле'товые,,фиоле'тового,,фиоле'товой,,фиоле'тового,,фиоле'товых,,фиоле'товому,,фиоле'товой,,фиоле'товому,,фиоле'товым,,фиоле'товый/фиоле'тового,"#__m, ",фиоле'товую,,фиоле'товое,,фиоле'товые/фиоле'товых,"#__m, ",фиоле'товым,,фиоле'товой/(фиоле'товою),"#__m, ",фиоле'товым,,фиоле'товыми,,фиоле'товом,,фиоле'товой,,фиоле'товом,,фиоле'товых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
французский,францу'зский,кий,French,False,,францу'зский,,францу'зская,,францу'зское,,францу'зские,,францу'зского,,францу'зской,,францу'зского,,францу'зских,,францу'зскому,,францу'зской,,францу'зскому,,францу'зским,,францу'зский/францу'зского,"#__m, ",францу'зскую,,францу'зское,,францу'зские/францу'зских,"#__m, ",францу'зским,,францу'зской/(францу'зскою),"#__m, ",францу'зским,,францу'зскими,,францу'зском,,францу'зской,,францу'зском,,францу'зских,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
функциональный,функциона'льный,ный,"functional, dynamic",False,,функциона'льный,,функциона'льная,,функциона'льное,,функциона'льные,,функциона'льного,,функциона'льной,,функциона'льного,,функциона'льных,,функциона'льному,,функциона'льной,,функциона'льному,,функциона'льным,,функциона'льный,,функциона'льную,,функциона'льное,,функциона'льные,,функциона'льным,,функциона'льной,,функциона'льным,,функциона'льными,,функциона'льном,,функциона'льной,,функциона'льном,,функциона'льных,,функциона'лен,"#i__, irreg_decl:0",функциона'льна,,функциона'льно,,функциона'льны,,,,,,short_m:0,,
футбольный,футбо'льный,ный,Adjective of футбол,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
холодный,холо'дный,ный,cold,False,,холо'дный,,холо'дная,,холо'дное,,холо'дные,,холо'дного,,холо'дной,,холо'дного,,холо'дных,,холо'дному,,холо'дной,,холо'дному,,холо'дным,,холо'дного/холо'дный,"#__m, ",холо'дную,,холо'дное,,холо'дных/холо'дные,"#__m, ",холо'дным,,холо'дной/холо'дною,"#__m, ",холо'дным,,холо'дными,,холо'дном,,холо'дной,,холо'дном,,холо'дных,,хо'лоден,"#ia_, irreg_decl:0, accent_chg:0",холодна',"#_a_, accent_chg:0",хо'лодно,"#_a_, accent_chg:0",хо'лодны/холодны',"#_am, accent_chg:0:1",холодне'е,"#_a_, accent_chg:0",холодне'йший,"#_a_, accent_chg:0",short_m:0,"short_m:0,short_f:0,short_n:0,short_pl:0:1,comparative:0,superlative:0","acc_m,acc_pl,inst_f,short_pl"
хороший,хоро'ший,ший,"good, nice",False,,хоро'ший,,хоро'шая,,хоро'шее,,хоро'шие,,хоро'шего,,хоро'шей,,хоро'шего,,хоро'ших,,хоро'шему,,хоро'шей,,хоро'шему,,хоро'шим,,хоро'ший/хоро'шего,"#__m, ",хоро'шую,,хоро'шее,,хоро'шие/хоро'ших,"#__m, ",хоро'шим,,хоро'шей/хоро'шею,"#__m, ",хоро'шим,,хоро'шими,,хоро'шем,,хоро'шей,,хоро'шем,,хоро'ших,,хоро'ш,,хороша',"#_a_, accent_chg:0",хорошо',"#ia_, irreg_decl:0, accent_chg:0",хороши',"#_a_, accent_chg:0",лу'чше,"#ia_, irreg_decl:0, accent_chg:0",лу'чший/наилу'чший,"#iam, irreg_decl:0:1, accent_chg:0:1","short_n:0,comparative:0,superlative:0:1","short_f:0,short_n:0,short_pl:0,comparative:0,superlative:0:1","acc_m,acc_pl,inst_f,superlative"
худой,худо'й,дой,thin,False,,худо'й,,худа'я,,худо'е,,худы'е,,худо'го,,худо'й,,худо'го,,худы'х,,худо'му,,худо'й,,худо'му,,худы'м,,худо'го/худо'й,"#__m, ",худу'ю,,худо'е,,худы'х/худы'е,"#__m, ",худы'м,,худо'й/худо'ю,"#__m, ",худы'м,,худы'ми,,худо'м,,худо'й,,худо'м,,худы'х,,ху'д,"#_a_, accent_chg:0",худа',,ху'до,"#_a_, accent_chg:0",худы',,худе'е,"#ia_, irreg_decl:0, accent_chg:0",худе'йший,"#i__, irreg_decl:0","comparative:0,superlative:0","short_m:0,short_n:0,comparative:0","acc_m,acc_pl,inst_f"
хуже,ху'же,уже,"worse, it is worse",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
целый,це'лый,лый,"whole, entire; intact, safe; integer",False,це́лого ряда: whole range\nВ целом: In general,це'лый,,це'лая,,це'лое,,це'лые,,це'лого,,це'лой,,це'лого,,це'лых,,це'лому,,це'лой,,це'лому,,це'лым,,це'лого/це'лый,"#__m, ",це'лую,,це'лое,,це'лых/це'лые,"#__m, ",це'лым,,це'лой/це'лою,"#__m, ",це'лым,,це'лыми,,це'лом,,це'лой,,це'лом,,це'лых,,це'л,,цела',"#_a_, accent_chg:0",це'ло,,це'лы,,,,,,,short_f:0,"acc_m,acc_pl,inst_f"
центральный,центра'льный,ный,"central, metropolitan",False,Центральная часть Вьетнама: Central Vietnam,центра'льный,,центра'льная,,центра'льное,,центра'льные,,центра'льного,,центра'льной,,центра'льного,,центра'льных,,центра'льному,,центра'льной,,центра'льному,,центра'льным,,центра'льный/центра'льного,"#__m, ",центра'льную,,центра'льное,,центра'льные/центра'льных,"#__m, ",центра'льным,,центра'льной/(центра'льною),"#__m, ",центра'льным,,центра'льными,,центра'льном,,центра'льной,,центра'льном,,центра'льных,,центра'лен,"#i__, irreg_decl:0",центра'льна,,центра'льно,,центра'льны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
цифровой,цифрово'й,вой,digital,False,цифрово́й худо́жник / цифрова́я худо́жница - digital artist,цифрово'й,,цифрова'я,,цифрово'е,,цифровы'е,,цифрово'го,,цифрово'й,,цифрово'го,,цифровы'х,,цифрово'му,,цифрово'й,,цифрово'му,,цифровы'м,,цифрово'й/цифрово'го,"#__m, ",цифрову'ю,,цифрово'е,,цифровы'е/цифровы'х,"#__m, ",цифровы'м,,цифрово'й/(цифрово'ю),"#__m, ",цифровы'м,,цифровы'ми,,цифрово'м,,цифрово'й,,цифрово'м,,цифровы'х,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
